V Sandwich,40
V Chese Sandwich,50
V Grill Sandwich,60
V Grill Mayon Sandwich,65
Veg Paneer Grilled Sandwich,75
Garlic Bread,65
Vanilla,30
Strawberry,30
ButterScotch,30
Mango,30
Kesar Pista,30
Jello Mello,30
Peri,35
Choco Chips,30
SHAKE,60
Hara Bhara Shots,80
Veggie Fingers,80
Cheese Balls,80
Bombay Vadapav,20
Chicken Nuggets,80
Chicken Pops,60
Chicken Burger,80
Chicken & Egg Burger,100
Chicken Pizza,140
