,
Hot Choco,45
Smoke Mocktail,80
V Burger,50
V Cheese Bug,60
V Peri Burger,55
V Schezwan,55
"Herb Chili,Bug",50
Paneer Bug,60
Panir Ches Bug,70
AKM Maha Bug,90
V manchur Bug,80
Plain Magi,35
V Magi,40
Cheese Magi,45
V Che Magi,50
Sweet Corn Magi,60
Reg Masla Magi,40
Che Masala Magi,60
Paneer Magi,60
Mayonise Magi,50
Spicy Tadka Magi,50
French Fries,50
Peri Peri Fries,60
