Chese Fries,70
All Mocktail,60
Mix V Pizza,80
Mix V CHE Pizza,90
Baby Corn Pizza,110
Margherita Pizza,100
Schezwan Pizza,130
IndianoStyle Piza,120
Barbeque,150
PUBG Sp Pizza,160
Hyd Chick Bryani,120
Chick Schez Noodles,120
Chick Nuggets ,80
Chick Pops,60
Chick Manchur,60
Chick Bug,80
Chick Schez Bug,90
Chick & Egg Bug,100
Chick Mayoni Bug,90
Chick Pizza,140
Chick Che Pizza,150
Chick Che Burger,90
Hyd Chick,200
bir+fries+cold coff,180
